Zini,MH,logAge,Mini,int_IMF,Mass,LogL,LogTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPmag,G_RPmag
0.013188,-0.05000,8.00000,0.2000000030,1.6938791275,0.200,-2.178,3.4769,4.776,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-7.73e-16,0.00,7.148e-01,2.719e-01,2.389e-03,6.447e-04,5.847e-03,-1.000,1.329e-02,10.215,11.491,13.329,10.207
0.013188,-0.05000,8.00000,0.2232520282,1.7672857046,0.223,-2.104,3.4844,4.780,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-8.63e-16,0.00,7.148e-01,2.719e-01,2.389e-03,6.447e-04,5.847e-03,-1.000,1.329e-02,10.030,11.224,12.958,9.967
0.013188,-0.05000,8.00000,0.2500000000,1.8403258324,0.250,-2.027,3.4922,4.784,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-9.69e-16,0.00,7.148e-01,2.719e-01,2.389e-03,6.447e-04,5.847e-03,-1.000,1.329e-02,9.838,10.951,12.584,9.722
0.013188,-0.05000,8.00000,0.2593166232,1.8634170294,0.259,-2.002,3.4945,4.784,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.01e-15,0.00,7.148e-01,2.719e-01,2.389e-03,6.447e-04,5.847e-03,-1.000,1.329e-02,9.776,10.869,12.478,9.647
0.013188,-0.05000,8.00000,0.3000000119,1.9529139996,0.300,-1.903,3.5035,4.784,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.18e-15,0.00,7.148e-01,2.719e-01,2.389e-03,6.447e-04,5.847e-03,-1.000,1.329e-02,9.527,10.542,12.057,9.347
0.013188,-0.05000,8.00000,0.3500000238,2.0434176922,0.350,-1.786,3.5138,4.775,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.44e-15,0.00,7.148e-01,2.719e-01,2.389e-03,6.447e-04,5.847e-03,-1.000,1.329e-02,9.235,10.167,11.585,9.004
0.013188,-0.05000,8.00000,0.4000000358,2.1185026169,0.400,-1.669,3.5245,4.760,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.79e-15,0.00,7.148e-01,2.719e-01,2.389e-03,6.447e-04,5.847e-03,-1.000,1.329e-02,8.944,9.795,11.121,8.664
0.013188,-0.05000,8.00000,0.4500000179,2.1822810173,0.450,-1.542,3.5369,4.733,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-2.33e-15,0.00,7.148e-01,2.719e-01,2.389e-03,6.447e-04,5.847e-03,-1.000,1.329e-02,8.626,9.393,10.625,8.298
0.013188,-0.05000,8.00000,0.4964610040,2.2337892056,0.497,-1.406,3.5533,4.705,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-3.11e-15,0.00,7.148e-01,2.719e-01,2.389e-03,6.447e-04,5.847e-03,-1.000,1.329e-02,8.286,8.949,10.072,7.901
0.013188,-0.05000,8.00000,0.5000000000,2.2374541759,0.500,-1.396,3.5546,4.703,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-3.19e-15,0.00,7.148e-01,2.719e-01,2.389e-03,6.447e-04,5.847e-03,-1.000,1.329e-02,8.259,8.915,10.029,7.870
0.013188,-0.05000,8.00000,0.5095505118,2.2470877171,0.510,-1.360,3.5598,4.697,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-3.45e-15,0.00,7.148e-01,2.719e-01,2.389e-03,6.447e-04,5.847e-03,-1.000,1.329e-02,8.171,8.794,9.875,7.764
0.013188,-0.05000,8.00000,0.5500000119,2.2836582661,0.550,-1.217,3.5807,4.671,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-4.75e-15,0.00,7.148e-01,2.719e-01,2.389e-03,6.445e-04,5.845e-03,-1.000,1.329e-02,7.814,8.313,9.274,7.344
0.013188,-0.05000,8.00000,0.6000000238,2.3211214542,0.600,-1.041,3.6145,4.667,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-6.88e-15,0.00,7.149e-01,2.719e-01,2.389e-03,6.445e-04,5.845e-03,-1.000,1.329e-02,7.373,7.707,8.515,6.828
0.013188,-0.05000,8.00000,0.6241307259,2.3367521763,0.624,-0.986,3.6272,4.680,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-7.58e-15,0.00,7.149e-01,2.718e-01,2.388e-03,6.444e-04,5.844e-03,-1.000,1.329e-02,7.234,7.508,8.262,6.662
0.013188,-0.05000,8.00000,0.6439327002,2.3485774994,0.644,-0.959,3.6322,4.686,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-7.88e-15,0.00,7.149e-01,2.718e-01,2.388e-03,6.444e-04,5.844e-03,-1.000,1.329e-02,7.167,7.417,8.149,6.586
0.013188,-0.05000,8.00000,0.6499999762,2.3520355225,0.650,-0.945,3.6344,4.686,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-8.09e-15,0.00,7.149e-01,2.718e-01,2.388e-03,6.443e-04,5.844e-03,-1.000,1.329e-02,7.133,7.374,8.096,6.548
0.013188,-0.05000,8.00000,0.6807956100,2.3684990406,0.681,-0.876,3.6460,4.683,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-9.3e-15,0.00,7.150e-01,2.718e-01,2.388e-03,6.443e-04,5.843e-03,-1.000,1.329e-02,6.959,7.145,7.816,6.354
0.013188,-0.05000,8.00000,0.6889802814,2.3725910187,0.689,-0.855,3.6496,4.682,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-9.69e-15,0.00,7.150e-01,2.718e-01,2.388e-03,6.443e-04,5.843e-03,-1.000,1.329e-02,6.908,7.077,7.732,6.296
0.013188,-0.05000,8.00000,0.7000000477,2.3779268265,0.700,-0.822,3.6554,4.679,0,0.000,0.545,0.00,0.00,0.00,0.00,0.00,-1,-1.04e-14,0.00,7.150e-01,2.717e-01,2.388e-03,6.442e-04,5.843e-03,-1.000,1.329e-02,6.826,6.968,7.599,6.205
0.013188,-0.05000,8.00000,0.7500000000,2.3998889923,0.750,-0.678,3.6816,4.669,0,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1.41e-14,0.00,7.151e-01,2.717e-01,2.356e-03,6.433e-04,5.843e-03,-1.000,1.323e-02,6.465,6.502,7.039,5.811
0.013188,-0.05000,8.00000,0.7996139526,2.4185893536,0.799,-0.551,3.7009,4.647,0,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1.88e-14,0.00,7.150e-01,2.717e-01,2.355e-03,6.432e-04,5.842e-03,-1.000,1.329e-02,6.146,6.126,6.605,5.483
0.013188,-0.05000,8.00000,0.8492279053,2.4347996712,0.849,-0.430,3.7188,4.624,0,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-2.47e-14,0.00,7.152e-01,2.716e-01,2.355e-03,6.431e-04,5.842e-03,-1.000,1.321e-02,5.844,5.782,6.214,5.182
0.013188,-0.05000,8.00000,0.8669118881,2.4400641918,0.866,-0.388,3.7249,4.616,0,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-2.72e-14,0.00,7.152e-01,2.716e-01,2.355e-03,6.431e-04,5.841e-03,-1.000,1.324e-02,5.741,5.667,6.086,5.080
0.013188,-0.05000,8.00000,0.8988417983,2.4489693642,0.898,-0.316,3.7356,4.602,0,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-3.21e-14,0.00,7.152e-01,2.715e-01,2.355e-03,6.431e-04,5.841e-03,-1.000,1.329e-02,5.559,5.467,5.861,4.904
0.013188,-0.05000,8.00000,0.9484557509,2.4614479542,0.948,-0.208,3.7504,4.576,0,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-4.12e-14,0.00,7.153e-01,2.715e-01,2.354e-03,6.429e-04,5.839e-03,-1.000,1.328e-02,5.290,5.180,5.539,4.651
0.013188,-0.05000,8.00000,1.0119303465,2.4753792286,1.012,-0.071,3.7676,4.536,0,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-5.6e-14,0.00,7.155e-01,2.712e-01,2.353e-03,6.424e-04,5.835e-03,-1.000,1.327e-02,4.948,4.827,5.148,4.339
0.013188,-0.05000,8.00000,1.0375500917,2.4804499149,1.037,-0.022,3.7735,4.522,0,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-6.08e-14,0.00,7.156e-01,2.712e-01,2.352e-03,6.422e-04,5.833e-03,-1.000,1.324e-02,4.825,4.702,5.010,4.229
0.013188,-0.05000,8.00000,1.0476835966,2.4823770523,1.047,-0.003,3.7759,4.517,0,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-6.28e-14,0.00,7.156e-01,2.712e-01,2.352e-03,6.422e-04,5.833e-03,-1.000,1.324e-02,4.778,4.654,4.956,4.186
0.013188,-0.05000,8.00000,1.0972976685,2.4912247658,1.097,0.095,3.7870,4.483,0,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-7.36e-14,0.00,7.158e-01,2.709e-01,2.350e-03,6.416e-04,5.828e-03,-1.000,1.329e-02,4.533,4.408,4.686,3.967
0.013188,-0.05000,8.00000,1.1086331606,2.4931187630,1.108,0.120,3.7900,4.474,0,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-7.68e-14,0.00,7.160e-01,2.708e-01,2.348e-03,6.414e-04,5.825e-03,-1.000,1.327e-02,4.469,4.344,4.616,3.910
0.013188,-0.05000,8.00000,1.1469115019,2.4991977215,1.146,0.190,3.7977,4.450,0,0.000,0.537,0.00,0.00,0.00,0.00,0.00,-1,-8.55e-14,0.00,7.162e-01,2.706e-01,2.347e-03,6.411e-04,5.823e-03,-1.000,1.318e-02,4.294,4.171,4.427,3.755
0.013188,-0.05000,8.00000,1.1965255737,2.5064151287,1.196,0.280,3.8075,4.418,0,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-9.68e-14,0.00,7.162e-01,2.706e-01,2.348e-03,6.412e-04,5.825e-03,-1.000,1.324e-02,4.070,3.949,4.186,3.557
0.013188,-0.05000,8.00000,1.2461394072,2.5129756927,1.246,0.365,3.8172,4.389,0,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1.08e-13,0.00,7.162e-01,2.705e-01,2.348e-03,6.411e-04,5.824e-03,-1.000,1.324e-02,3.857,3.739,3.959,3.370
0.013188,-0.05000,8.00000,1.2957532406,2.5189619064,1.296,0.445,3.8262,4.362,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1.17e-13,0.00,7.163e-01,2.705e-01,2.348e-03,6.410e-04,5.823e-03,-1.000,1.323e-02,3.657,3.540,3.744,3.192
0.013188,-0.05000,8.00000,1.3453673124,2.5244431496,1.345,0.521,3.8359,4.341,0,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1.23e-13,0.00,7.163e-01,2.705e-01,2.348e-03,6.411e-04,5.824e-03,-1.000,1.324e-02,3.466,3.352,3.540,3.026
0.013188,-0.05000,8.00000,1.3949811459,2.5294785500,1.395,0.594,3.8461,4.325,1,0.000,0.537,0.00,0.00,0.00,0.00,0.00,-1,-1.25e-13,0.00,7.164e-01,2.705e-01,2.347e-03,6.410e-04,5.823e-03,-1.000,1.316e-02,3.286,3.174,3.346,2.873
0.013188,-0.05000,8.00000,1.4445953369,2.5341181755,1.445,0.661,3.8575,4.319,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1.21e-13,0.00,7.164e-01,2.704e-01,2.347e-03,6.409e-04,5.822e-03,-1.000,1.325e-02,3.117,3.011,3.164,2.736
0.013188,-0.05000,8.00000,1.4942091703,2.5384054184,1.494,0.727,3.8706,4.320,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1.11e-13,0.00,7.165e-01,2.703e-01,2.347e-03,6.408e-04,5.821e-03,-1.000,1.322e-02,2.953,2.853,2.987,2.610
0.013188,-0.05000,8.00000,1.5438230038,2.5423772335,1.544,0.789,3.8843,4.327,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-9.48e-14,0.00,7.165e-01,2.702e-01,2.346e-03,6.406e-04,5.819e-03,-1.000,1.326e-02,2.798,2.707,2.821,2.498
0.013188,-0.05000,8.00000,1.5450015068,2.5424680710,1.545,0.790,3.8846,4.327,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-9.42e-14,0.00,7.165e-01,2.702e-01,2.346e-03,6.406e-04,5.819e-03,-1.000,1.326e-02,2.794,2.704,2.817,2.495
0.013188,-0.05000,8.00000,1.5934370756,2.5460658073,1.593,0.850,3.8977,4.333,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-7.26e-14,0.00,7.166e-01,2.702e-01,2.346e-03,6.406e-04,5.819e-03,-1.000,1.325e-02,2.644,2.566,2.661,2.390
0.013188,-0.05000,8.00000,1.6430510283,2.5494995117,1.642,0.908,3.9102,4.338,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-4.23e-14,0.00,7.166e-01,2.702e-01,2.346e-03,6.405e-04,5.818e-03,-1.000,1.322e-02,2.501,2.437,2.514,2.292
0.013188,-0.05000,8.00000,1.6544733047,2.5502567291,1.654,0.921,3.9129,4.339,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-2.1e-17,0.00,7.166e-01,2.702e-01,2.345e-03,6.405e-04,5.818e-03,-1.000,1.322e-02,2.468,2.409,2.482,2.271
0.013188,-0.05000,8.00000,1.6926649809,2.5527029037,1.692,0.963,3.9220,4.343,1,0.000,0.537,0.00,0.00,0.00,0.00,0.00,-1,-2.74e-28,0.00,7.167e-01,2.701e-01,2.345e-03,6.404e-04,5.818e-03,-1.000,1.320e-02,2.361,2.316,2.377,2.201
0.013188,-0.05000,8.00000,1.7422789335,2.5556972027,1.741,1.017,3.9332,4.347,1,0.000,0.537,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.167e-01,2.700e-01,2.344e-03,6.403e-04,5.817e-03,-1.000,1.327e-02,2.228,2.205,2.252,2.116
0.013188,-0.05000,8.00000,1.7680150270,2.5571744442,1.767,1.044,3.9386,4.348,1,0.000,0.537,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.167e-01,2.700e-01,2.345e-03,6.403e-04,5.816e-03,-1.000,1.324e-02,2.160,2.150,2.191,2.074
0.013188,-0.05000,8.00000,1.7918927670,2.5585017204,1.791,1.069,3.9436,4.349,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.168e-01,2.700e-01,2.345e-03,6.402e-04,5.816e-03,-1.000,1.320e-02,2.099,2.102,2.137,2.035
0.013188,-0.05000,8.00000,1.8415067196,2.5611329079,1.840,1.118,3.9533,4.350,1,0.000,0.537,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.168e-01,2.700e-01,2.344e-03,6.402e-04,5.815e-03,-1.000,1.320e-02,1.975,2.007,2.033,1.959
0.013188,-0.05000,8.00000,1.8911206722,2.5636062622,1.890,1.166,3.9625,4.351,1,0.000,0.537,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.168e-01,2.700e-01,2.344e-03,6.401e-04,5.814e-03,-1.000,1.319e-02,1.856,1.918,1.936,1.886
0.013188,-0.05000,8.00000,1.9407958984,2.5659375191,1.940,1.212,3.9710,4.350,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.169e-01,2.699e-01,2.344e-03,6.401e-04,5.814e-03,-1.000,1.320e-02,1.740,1.834,1.845,1.815
0.013188,-0.05000,8.00000,1.9904710054,2.5681352615,1.990,1.257,3.9791,4.349,1,0.000,0.537,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.169e-01,2.699e-01,2.343e-03,6.400e-04,5.814e-03,-1.000,1.323e-02,1.627,1.754,1.759,1.747
0.013188,-0.05000,8.00000,2.0401461124,2.5702104568,2.040,1.301,3.9869,4.347,1,0.000,0.537,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.169e-01,2.698e-01,2.343e-03,6.400e-04,5.813e-03,-1.000,1.327e-02,1.518,1.678,1.678,1.681
0.013188,-0.05000,8.00000,2.0898211002,2.5721726418,2.089,1.343,3.9943,4.344,1,0.000,0.537,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.170e-01,2.698e-01,2.343e-03,6.399e-04,5.813e-03,-1.000,1.319e-02,1.412,1.604,1.599,1.615
0.013188,-0.05000,8.00000,2.1394965649,2.5740303993,2.138,1.385,4.0013,4.340,1,0.000,0.537,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.170e-01,2.698e-01,2.343e-03,6.399e-04,5.812e-03,-1.000,1.319e-02,1.308,1.532,1.523,1.551
0.013188,-0.05000,8.00000,2.1891717911,2.5757915974,2.188,1.425,4.0081,4.337,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.169e-01,2.698e-01,2.343e-03,6.399e-04,5.812e-03,-1.000,1.324e-02,1.206,1.462,1.449,1.488
0.013188,-0.05000,8.00000,2.2388467789,2.5774631500,2.237,1.465,4.0146,4.333,1,0.000,0.537,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.170e-01,2.698e-01,2.343e-03,6.398e-04,5.812e-03,-1.000,1.321e-02,1.107,1.394,1.377,1.426
0.013188,-0.05000,8.00000,2.2837290764,2.5789017677,2.282,1.500,4.0203,4.329,1,0.000,0.537,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.170e-01,2.698e-01,2.343e-03,6.398e-04,5.812e-03,-1.000,1.320e-02,1.019,1.333,1.314,1.371
0.013188,-0.05000,8.00000,2.2885217667,2.5790514946,2.287,1.504,4.0209,4.329,1,0.000,0.537,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.170e-01,2.698e-01,2.343e-03,6.398e-04,5.812e-03,-1.000,1.320e-02,1.010,1.327,1.307,1.365
0.013188,-0.05000,8.00000,2.3878722191,2.5820016861,2.387,1.579,4.0329,4.320,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.170e-01,2.698e-01,2.343e-03,6.398e-04,5.811e-03,-1.000,1.320e-02,0.822,1.198,1.172,1.246
0.013188,-0.05000,8.00000,2.4252371788,2.5830392838,2.424,1.607,4.0372,4.317,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.167e-01,2.701e-01,2.345e-03,6.404e-04,5.817e-03,-1.000,1.321e-02,0.753,1.150,1.123,1.202
0.013188,-0.05000,8.00000,2.5865726471,2.5871274471,2.586,1.721,4.0551,4.302,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.150e-01,2.718e-01,2.357e-03,6.437e-04,5.846e-03,-1.000,1.329e-02,0.466,0.953,0.919,1.019
0.013188,-0.05000,8.00000,2.5871601105,2.5871412754,2.587,1.722,4.0552,4.302,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.149e-01,2.718e-01,2.357e-03,6.437e-04,5.846e-03,-1.000,1.329e-02,0.465,0.953,0.918,1.018
0.013188,-0.05000,8.00000,2.7852733135,2.5914213657,2.785,1.855,4.0751,4.280,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.148e-01,2.719e-01,2.358e-03,6.440e-04,5.848e-03,-1.000,1.329e-02,0.133,0.722,0.681,0.800
0.013188,-0.05000,8.00000,2.8989262581,2.5935754776,2.899,1.927,4.0856,4.267,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.148e-01,2.719e-01,2.358e-03,6.440e-04,5.848e-03,-1.000,1.329e-02,-0.048,0.596,0.551,0.681
0.013188,-0.05000,8.00000,2.9839739799,2.5950646400,2.984,1.980,4.0932,4.257,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.148e-01,2.719e-01,2.358e-03,6.440e-04,5.848e-03,-1.000,1.329e-02,-0.181,0.504,0.456,0.593
0.013188,-0.05000,8.00000,3.0459895134,2.5960903168,3.045,2.018,4.0984,4.249,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.148e-01,2.719e-01,2.358e-03,6.440e-04,5.848e-03,-1.000,1.329e-02,-0.276,0.437,0.388,0.530
0.013188,-0.05000,8.00000,3.1826746464,2.5981895924,3.182,2.101,4.1094,4.230,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.148e-01,2.719e-01,2.358e-03,6.440e-04,5.848e-03,-1.000,1.329e-02,-0.481,0.291,0.238,0.390
0.013188,-0.05000,8.00000,3.3491337299,2.6004819870,3.347,2.197,4.1218,4.205,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.148e-01,2.719e-01,2.358e-03,6.440e-04,5.848e-03,-1.000,1.329e-02,-0.723,0.118,0.061,0.223
0.013188,-0.05000,8.00000,3.3813753128,2.6008961201,3.379,2.216,4.1241,4.199,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.148e-01,2.719e-01,2.358e-03,6.440e-04,5.848e-03,-1.000,1.329e-02,-0.770,0.084,0.026,0.191
0.013188,-0.05000,8.00000,3.4560799599,2.6018216610,3.454,2.258,4.1292,4.187,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.148e-01,2.719e-01,2.358e-03,6.440e-04,5.848e-03,-1.000,1.329e-02,-0.875,0.008,-0.052,0.117
0.013188,-0.05000,8.00000,3.5800755024,2.6032600403,3.577,2.327,4.1373,4.166,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.148e-01,2.719e-01,2.358e-03,6.440e-04,5.848e-03,-1.000,1.329e-02,-1.047,-0.120,-0.182,-0.006
0.013188,-0.05000,8.00000,3.6306033134,2.6038138866,3.628,2.354,4.1404,4.157,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.148e-01,2.719e-01,2.358e-03,6.440e-04,5.848e-03,-1.000,1.329e-02,-1.116,-0.172,-0.235,-0.056
0.013188,-0.05000,8.00000,3.7787761688,2.6053404808,3.776,2.435,4.1487,4.127,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.148e-01,2.719e-01,2.358e-03,6.440e-04,5.848e-03,-1.000,1.329e-02,-1.317,-0.326,-0.392,-0.205
0.013188,-0.05000,8.00000,3.8221795559,2.6057617664,3.820,2.458,4.1510,4.118,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.148e-01,2.719e-01,2.358e-03,6.440e-04,5.848e-03,-1.000,1.329e-02,-1.375,-0.371,-0.437,-0.249
0.013188,-0.05000,8.00000,3.9462144375,2.6069076061,3.946,2.525,4.1568,4.088,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.148e-01,2.719e-01,2.358e-03,6.440e-04,5.848e-03,-1.000,1.329e-02,-1.543,-0.505,-0.573,-0.380
0.013188,-0.05000,8.00000,3.9774768353,2.6071834564,3.977,2.542,4.1581,4.080,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.148e-01,2.719e-01,2.358e-03,6.440e-04,5.848e-03,-1.000,1.329e-02,-1.585,-0.540,-0.609,-0.414
0.013188,-0.05000,8.00000,4.0589489937,2.6078796387,4.058,2.585,4.1613,4.058,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.148e-01,2.719e-01,2.358e-03,6.440e-04,5.848e-03,-1.000,1.329e-02,-1.693,-0.630,-0.700,-0.502
0.013188,-0.05000,8.00000,4.1615695953,2.6087117195,4.159,2.640,4.1647,4.028,1,0.000,0.538,0.00,0.00,0.00,0.00,0.00,-1,-1e-30,0.00,7.148e-01,2.719e-01,2.358e-03,6.440e-04,5.848e-03,-1.000,1.329e-02,-1.829,-0.747,-0.818,-0.617
